Year,Volume,Issue,Title,Authors,Cite As,DOI
2023,69,10,The Effect of Significant IPO Firms on Industry Incumbents: Evidence from Tax Planning,"James Chyz, Erin Henry, Thomas Omer, Biyu Wu","James Chyz, Erin Henry, Thomas Omer, Biyu Wu (2023) The Effect of Significant IPO Firms on Industry Incumbents: Evidence from Tax Planning. Management Science 69(10):6369-6392",https://doi.org/10.1287/mnsc.2022.4573
2023,69,10,Hospital Boarding Crises: The Impact of Urgent vs. Prevention Responses on Length of Stay,"Temidayo Adepoju, Anita L. Carson, Helen S. Jin, Christopher S. Manasseh","Temidayo Adepoju, Anita L. Carson, Helen S. Jin, Christopher S. Manasseh (2023) Hospital Boarding Crises: The Impact of Urgent vs. Prevention Responses on Length of Stay. Management Science 69(10):5948-5963",https://doi.org/10.1287/mnsc.2023.4724
2023,69,10,Innovation on Wings: Nonstop Flights and Firm Innovation in the Global Context,"Dany Bahar, Prithwiraj Choudhury, Do Yoon Kim, Wesley W. Koo","Dany Bahar, Prithwiraj Choudhury, Do Yoon Kim, Wesley W. Koo (2023) Innovation on Wings: Nonstop Flights and Firm Innovation in the Global Context. Management Science 69(10):6202-6223",https://doi.org/10.1287/mnsc.2023.4682
2023,69,10,Executives in Politics,"Ilona Babenko, Viktar Fedaseyeu, Song Zhang","Ilona Babenko, Viktar Fedaseyeu, Song Zhang (2023) Executives in Politics. Management Science 69(10):6251-6270",https://doi.org/10.1287/mnsc.2022.4595
2023,69,10,Optimal Hospital Care Scheduling During the SARS-CoV-2 Pandemic,"Josh C. D’Aeth, Shubhechyya Ghosal, Fiona Grimm, David Haw, Esma Koca, Krystal Lau, Huikang Liu, Stefano Moret, Dheeya Rizmie, Peter C. Smith, Giovanni Forchini, Marisa Miraldo, Wolfram Wiesemann","Josh C. D’Aeth, Shubhechyya Ghosal, Fiona Grimm, David Haw, Esma Koca, Krystal Lau, Huikang Liu, Stefano Moret, Dheeya Rizmie, Peter C. Smith, Giovanni Forchini, Marisa Miraldo, Wolfram Wiesemann (2023) Optimal Hospital Care Scheduling During the SARS-CoV-2 Pandemic. Management Science 69(10):5923-5947",https://doi.org/10.1287/mnsc.2023.4679
2023,69,10,"The Interplay of Earnings, Ratings, and Penalties on Sharing Platforms: An Empirical Investigation","Yuqian Xu, Baile Lu, Anindya Ghose, Hongyan Dai, Weihua Zhou","Yuqian Xu, Baile Lu, Anindya Ghose, Hongyan Dai, Weihua Zhou (2023) The Interplay of Earnings, Ratings, and Penalties on Sharing Platforms: An Empirical Investigation. Management Science 69(10):6128-6146",https://doi.org/10.1287/mnsc.2023.4761
2023,69,11,Experimental Choice and Disruptive Technologies,Joshua S. Gans,Joshua S. Gans (2023) Experimental Choice and Disruptive Technologies. Management Science 69(11):7044-7058,https://doi.org/10.1287/mnsc.2022.4496
2023,69,11,Advances in Blockchain and Crypto Economics,"Bruno Biais, Agostino Capponi, Lin William Cong, Vishal Gaur, Kay Giesecke","Bruno Biais, Agostino Capponi, Lin William Cong, Vishal Gaur, Kay Giesecke (2023) Advances in Blockchain and Crypto Economics. Management Science 69(11):6417-6426",https://doi.org/10.1287/mnsc.2023.intro.v69.n11
2023,69,11,No Permanent Friend or Enemy: Impacts of the IIoT-Based Platform in the Maintenance Service Market,"Jun Pei, Ping Yan, Subodha Kumar","Jun Pei, Ping Yan, Subodha Kumar (2023) No Permanent Friend or Enemy: Impacts of the IIoT-Based Platform in the Maintenance Service Market. Management Science 69(11):6800-6817",https://doi.org/10.1287/mnsc.2023.4733
2023,69,11,Hospital Reimbursement in the Presence of Cherry Picking and Upcoding,"Nicos Savva, Laurens Debo, Robert A. Shumsky","Nicos Savva, Laurens Debo, Robert A. Shumsky (2023) Hospital Reimbursement in the Presence of Cherry Picking and Upcoding. Management Science 69(11):6777-6799",https://doi.org/10.1287/mnsc.2023.4752
2023,69,11,De-Crypto-ing Signals in Initial Coin Offerings: Evidence of Rational Token Retention,"Tetiana Davydiuk, Deeksha Gupta, Samuel Rosen","Tetiana Davydiuk, Deeksha Gupta, Samuel Rosen (2023) De-Crypto-ing Signals in Initial Coin Offerings: Evidence of Rational Token Retention. Management Science 69(11):6584-6624",https://doi.org/10.1287/mnsc.2022.4631
2023,69,11,The Gendering of Job Postings in the Online Recruitment Process,"Emilio J. Castilla, Hye Jin Rho","Emilio J. Castilla, Hye Jin Rho (2023) The Gendering of Job Postings in the Online Recruitment Process. Management Science 69(11):6912-6939",https://doi.org/10.1287/mnsc.2023.4674
2023,69,11,Disclosure in Incentivized Reviews: Does It Protect Consumers?,"Sungsik Park, Woochoel Shin, Jinhong Xie","Sungsik Park, Woochoel Shin, Jinhong Xie (2023) Disclosure in Incentivized Reviews: Does It Protect Consumers?. Management Science 69(11):7009-7021",https://doi.org/10.1287/mnsc.2023.00930
2023,69,11,Scaling Blockchains: Can Committee-Based Consensus Help?,"Alon Benhaim, Brett H. Falk, Gerry Tsoukalas","Alon Benhaim, Brett H. Falk, Gerry Tsoukalas (2023) Scaling Blockchains: Can Committee-Based Consensus Help?. Management Science 69(11):6525-6539",https://doi.org/10.1287/mnsc.2022.03177
2023,69,11,Scaling Up Electric-Vehicle Battery Swapping Services in Cities: A Joint Location and Repairable-Inventory Model,"Wei Qi, Yuli Zhang, Ningwei Zhang","Wei Qi, Yuli Zhang, Ningwei Zhang (2023) Scaling Up Electric-Vehicle Battery Swapping Services in Cities: A Joint Location and Repairable-Inventory Model. Management Science 69(11):6855-6875",https://doi.org/10.1287/mnsc.2023.4731
2023,69,11,Contextual Standard Auctions with Budgets: Revenue Equivalence and Efficiency Guarantees,"Santiago Balseiro, Christian Kroer, Rachitesh Kumar","Santiago Balseiro, Christian Kroer, Rachitesh Kumar (2023) Contextual Standard Auctions with Budgets: Revenue Equivalence and Efficiency Guarantees. Management Science 69(11):6837-6854",https://doi.org/10.1287/mnsc.2023.4719
2023,69,11,Central Bank Digital Currency and Banking: Macroeconomic Benefits of a Cash-Like Design,"Jonathan Chiu, Seyed Mohammadreza Davoodalhosseini","Jonathan Chiu, Seyed Mohammadreza Davoodalhosseini (2023) Central Bank Digital Currency and Banking: Macroeconomic Benefits of a Cash-Like Design. Management Science 69(11):6708-6730",https://doi.org/10.1287/mnsc.2021.02763
2023,69,11,Mortgage Servicing Fees and Servicer Incentives During Loss Mitigation,"Moussa Diop, Chen Zheng","Moussa Diop, Chen Zheng (2023) Mortgage Servicing Fees and Servicer Incentives During Loss Mitigation. Management Science 69(11):7118-7150",https://doi.org/10.1287/mnsc.2022.4626
2023,69,11,Brokerage House Initial Public Offerings and Analyst Forecast Quality,"Mark Bradshaw, Michael Drake, Joseph Pacelli, Brady Twedt","Mark Bradshaw, Michael Drake, Joseph Pacelli, Brady Twedt (2023) Brokerage House Initial Public Offerings and Analyst Forecast Quality. Management Science 69(11):7079-7094",https://doi.org/10.1287/mnsc.2022.4610
2023,69,11,Tokenomics: When Tokens Beat Equity,"Katya Malinova, Andreas Park","Katya Malinova, Andreas Park (2023) Tokenomics: When Tokens Beat Equity. Management Science 69(11):6568-6583",https://doi.org/10.1287/mnsc.2023.4882
2023,69,11,Measuring Benefits from New Products in Markets with Information Frictions,Ilya Morozov,Ilya Morozov (2023) Measuring Benefits from New Products in Markets with Information Frictions. Management Science 69(11):6988-7008,https://doi.org/10.1287/mnsc.2023.4729
2023,69,11,Ambiguity Aversion and Beating Benchmarks: Does it Create a Pattern?,"Adam Kolasinski, Xu Li, Mark Soliman, Qian Xin","Adam Kolasinski, Xu Li, Mark Soliman, Qian Xin (2023) Ambiguity Aversion and Beating Benchmarks: Does it Create a Pattern?. Management Science 69(11):7059-7078",https://doi.org/10.1287/mnsc.2022.4609
2023,69,11,Reversing Reserves,"Parag A. Pathak, Alex Rees-Jones, Tayfun Sönmez","Parag A. Pathak, Alex Rees-Jones, Tayfun Sönmez (2023) Reversing Reserves. Management Science 69(11):6940-6953",https://doi.org/10.1287/mnsc.2023.4669
2023,69,11,The Conceptual Flaws of Decentralized Automated Market Making,Andreas Park,Andreas Park (2023) The Conceptual Flaws of Decentralized Automated Market Making. Management Science 69(11):6731-6751,https://doi.org/10.1287/mnsc.2021.02802
2023,69,11,A Model of Cryptocurrencies,"Michael Sockin, Wei Xiong","Michael Sockin, Wei Xiong (2023) A Model of Cryptocurrencies. Management Science 69(11):6684-6707",https://doi.org/10.1287/mnsc.2023.4756
2023,69,11,"Decentralized Platforms: Governance, Tokenomics, and ICO Design","Jingxing (Rowena) Gan, Gerry Tsoukalas, Serguei Netessine","Jingxing (Rowena) Gan, Gerry Tsoukalas, Serguei Netessine (2023) Decentralized Platforms: Governance, Tokenomics, and ICO Design. Management Science 69(11):6667-6683",https://doi.org/10.1287/mnsc.2021.02076
2023,69,11,StableFees: A Predictable Fee Market for Cryptocurrencies,"Soumya Basu, David Easley, Maureen O’Hara, Emin Gün Sirer","Soumya Basu, David Easley, Maureen O’Hara, Emin Gün Sirer (2023) StableFees: A Predictable Fee Market for Cryptocurrencies. Management Science 69(11):6508-6524",https://doi.org/10.1287/mnsc.2023.4735
2023,69,11,Why Fixed Costs Matter for Proof-of-Work–Based Cryptocurrencies,"Rodney J. Garratt, Maarten R. C. van Oordt","Rodney J. Garratt, Maarten R. C. van Oordt (2023) Why Fixed Costs Matter for Proof-of-Work–Based Cryptocurrencies. Management Science 69(11):6482-6507",https://doi.org/10.1287/mnsc.2023.4901
2023,69,11,The Longshot Bias Is a Context Effect,"Andrew Meyer, Sean Hundtofte","Andrew Meyer, Sean Hundtofte (2023) The Longshot Bias Is a Context Effect. Management Science 69(11):6954-6968",https://doi.org/10.1287/mnsc.2023.4684
2023,69,11,Proof-of-Work Cryptocurrencies: Does Mining Technology Undermine Decentralization?,"Agostino Capponi, Sveinn Ólafsson, Humoud Alsabah","Agostino Capponi, Sveinn Ólafsson, Humoud Alsabah (2023) Proof-of-Work Cryptocurrencies: Does Mining Technology Undermine Decentralization?. Management Science 69(11):6455-6481",https://doi.org/10.1287/mnsc.2023.4840
2023,69,11,Routing Optimization with Vehicle–Customer Coordination,"Wei Zhang, Alexandre Jacquillat, Kai Wang, Shuaian Wang","Wei Zhang, Alexandre Jacquillat, Kai Wang, Shuaian Wang (2023) Routing Optimization with Vehicle–Customer Coordination. Management Science 69(11):6876-6897",https://doi.org/10.1287/mnsc.2023.4739
2023,69,11,Fair Dynamic Rationing,"Vahideh Manshadi, Rad Niazadeh, Scott Rodilitz","Vahideh Manshadi, Rad Niazadeh, Scott Rodilitz (2023) Fair Dynamic Rationing. Management Science 69(11):6818-6836",https://doi.org/10.1287/mnsc.2023.4700
2023,69,11,Does a One-Size-Fits-All Minimum Wage Cause Financial Stress for Small Businesses?,"Sudheer Chava, Alexander Oettl, Manpreet Singh","Sudheer Chava, Alexander Oettl, Manpreet Singh (2023) Does a One-Size-Fits-All Minimum Wage Cause Financial Stress for Small Businesses?. Management Science 69(11):7095-7117",https://doi.org/10.1287/mnsc.2022.4620
2023,69,11,Can Blockchain Technology Help Overcome Contractual Incompleteness? Evidence from State Laws,"Mark A. Chen, Shuting Sophia Hu, Joanna Wang, Qinxi Wu","Mark A. Chen, Shuting Sophia Hu, Joanna Wang, Qinxi Wu (2023) Can Blockchain Technology Help Overcome Contractual Incompleteness? Evidence from State Laws. Management Science 69(11):6540-6567",https://doi.org/10.1287/mnsc.2022.04139
2023,69,11,"The Good, the Bad, and the Unhirable: Recommending Job Applicants in Online Labor Markets","Marios Kokkodis, Panagiotis G. Ipeirotis","Marios Kokkodis, Panagiotis G. Ipeirotis (2023) The Good, the Bad, and the Unhirable: Recommending Job Applicants in Online Labor Markets. Management Science 69(11):6969-6987",https://doi.org/10.1287/mnsc.2023.4690
2023,69,11,"Utility Tokens, Network Effects, and Pricing Power","Kirill Shakhnov, Luana Zaccaria","Kirill Shakhnov, Luana Zaccaria (2023) Utility Tokens, Network Effects, and Pricing Power. Management Science 69(11):6625-6640",https://doi.org/10.1287/mnsc.2023.4917
2023,69,11,Approximation Benefits of Policy Gradient Methods with Aggregated States,Daniel Russo,Daniel Russo (2023) Approximation Benefits of Policy Gradient Methods with Aggregated States. Management Science 69(11):6898-6911,https://doi.org/10.1287/mnsc.2023.4788
2023,69,11,Conflicted Analysts and Initial Coin Offerings,"Andreas Barth, Valerie Laturnus, Sasan Mansouri, Alexander F. Wagner","Andreas Barth, Valerie Laturnus, Sasan Mansouri, Alexander F. Wagner (2023) Conflicted Analysts and Initial Coin Offerings. Management Science 69(11):6641-6666",https://doi.org/10.1287/mnsc.2021.02928
2023,69,11,Crypto Wash Trading,"Lin William Cong, Xi Li, Ke Tang, Yang Yang","Lin William Cong, Xi Li, Ke Tang, Yang Yang (2023) Crypto Wash Trading. Management Science 69(11):6427-6454",https://doi.org/10.1287/mnsc.2021.02709
2023,69,11,The Impact of Derivatives on Spot Markets: Evidence from the Introduction of Bitcoin Futures Contracts,"Patrick Augustin, Alexey Rubtsov, Donghwa Shin","Patrick Augustin, Alexey Rubtsov, Donghwa Shin (2023) The Impact of Derivatives on Spot Markets: Evidence from the Introduction of Bitcoin Futures Contracts. Management Science 69(11):6752-6776",https://doi.org/10.1287/mnsc.2023.4900
2023,69,11,"Reputation, Competition, and Lies in Labor Market Recommendations","Odilon Câmara, Nan Jia, Joseph Raffiee","Odilon Câmara, Nan Jia, Joseph Raffiee (2023) Reputation, Competition, and Lies in Labor Market Recommendations. Management Science 69(11):7022-7043",https://doi.org/10.1287/mnsc.2022.4654
2023,69,12,Demanding Innovation: The Impact of Consumer Subsidies on Solar Panel Production Costs,Todd D. Gerarden,Todd D. Gerarden (2023) Demanding Innovation: The Impact of Consumer Subsidies on Solar Panel Production Costs. Management Science 69(12):7799-7820,https://doi.org/10.1287/mnsc.2022.4662
2023,69,12,Tailor-to-Target: Configuring Collaborative Shareholder Engagements on Climate Change,"Rieneke Slager, Kevin Chuah, Jean-Pascal Gond, Santi Furnari, Mikael Homanen","Rieneke Slager, Kevin Chuah, Jean-Pascal Gond, Santi Furnari, Mikael Homanen (2023) Tailor-to-Target: Configuring Collaborative Shareholder Engagements on Climate Change. Management Science 69(12):7693-7718",https://doi.org/10.1287/mnsc.2023.4806
2023,69,12,The Limits of Centralized Pricing in Online Marketplaces and the Value of User Control,"Apostolos Filippas, Srikanth Jagabathula, Arun Sundararajan","Apostolos Filippas, Srikanth Jagabathula, Arun Sundararajan (2023) The Limits of Centralized Pricing in Online Marketplaces and the Value of User Control. Management Science 69(12):7202-7216",https://doi.org/10.1287/mnsc.2023.4789
2023,69,12,"Sellin’ in the Rain: Weather, Climate, and Retail Sales",Brigitte Roth Tran,"Brigitte Roth Tran (2023) Sellin’ in the Rain: Weather, Climate, and Retail Sales. Management Science 69(12):7423-7447",https://doi.org/10.1287/mnsc.2023.4799
2023,69,12,The Impact of Vertical Integration on Physician Behavior and Healthcare Delivery: Evidence from Gastroenterology Practices,"Soroush Saghafian, Lina Song, Joseph Newhouse, Mary Beth Landrum, John Hsu","Soroush Saghafian, Lina Song, Joseph Newhouse, Mary Beth Landrum, John Hsu (2023) The Impact of Vertical Integration on Physician Behavior and Healthcare Delivery: Evidence from Gastroenterology Practices. Management Science 69(12):7158-7179",https://doi.org/10.1287/mnsc.2023.4886
2023,69,12,Field Experimental Evidence on the Effect of Pricing on Residential Electricity Conservation,"Jesse Burkhardt, Kenneth T. Gillingham, Praveen K. Kopalle","Jesse Burkhardt, Kenneth T. Gillingham, Praveen K. Kopalle (2023) Field Experimental Evidence on the Effect of Pricing on Residential Electricity Conservation. Management Science 69(12):7784-7798",https://doi.org/10.1287/mnsc.2020.02074
2023,69,12,The Social Cost of Carbon When We Wish for Full-Path Robustness,"Yifan Zhao, Arnab Basu, Thomas S. Lontzek, Karl Schmedders","Yifan Zhao, Arnab Basu, Thomas S. Lontzek, Karl Schmedders (2023) The Social Cost of Carbon When We Wish for Full-Path Robustness. Management Science 69(12):7585-7606",https://doi.org/10.1287/mnsc.2023.4736
2023,69,12,Managerial Overconfidence and Market Feedback Effects,"Suman Banerjee, Shiyang Huang, Vikram Nanda, Steven Chong Xiao","Suman Banerjee, Shiyang Huang, Vikram Nanda, Steven Chong Xiao (2023) Managerial Overconfidence and Market Feedback Effects. Management Science 69(12):7285-7305",https://doi.org/10.1287/mnsc.2022.4625
2023,69,12,Immigration and Entrepreneurship: The Role of Enclaves,Astrid Marinoni,Astrid Marinoni (2023) Immigration and Entrepreneurship: The Role of Enclaves. Management Science 69(12):7266-7284,https://doi.org/10.1287/mnsc.2023.4776
2023,69,12,Climate Change Concerns and the Performance of Green vs. Brown Stocks,"David Ardia, Keven Bluteau, Kris Boudt, Koen Inghelbrecht","David Ardia, Keven Bluteau, Kris Boudt, Koen Inghelbrecht (2023) Climate Change Concerns and the Performance of Green vs. Brown Stocks. Management Science 69(12):7607-7632",https://doi.org/10.1287/mnsc.2022.4636
2023,69,12,Introduction to the Special Section on Business and Climate Change,"Rajesh Chandy, Glen Dowell, Colin Mayer, Erica Plambeck, George Serafeim, Michael W. Toffel, L. Beril Toktay, Elke Weber","Rajesh Chandy, Glen Dowell, Colin Mayer, Erica Plambeck, George Serafeim, Michael W. Toffel, L. Beril Toktay, Elke Weber (2023) Introduction to the Special Section on Business and Climate Change. Management Science 69(12):7347-7351",https://doi.org/10.1287/mnsc.2023.intro.v69.n12
2023,69,12,There Is No Planet B: Aligning Stakeholder Interests to Preserve the Amazon Rainforest,"Anita M. McGahan, Leandro S. Pongeluppe","Anita M. McGahan, Leandro S. Pongeluppe (2023) There Is No Planet B: Aligning Stakeholder Interests to Preserve the Amazon Rainforest. Management Science 69(12):7860-7881",https://doi.org/10.1287/mnsc.2023.4884
2023,69,12,"Come Together, Right Now? An Empirical Study of Collaborations in the Music Industry","Abhishek Deshmane, Victor Martínez-de-Albéniz","Abhishek Deshmane, Victor Martínez-de-Albéniz (2023) Come Together, Right Now? An Empirical Study of Collaborations in the Music Industry. Management Science 69(12):7217-7235",https://doi.org/10.1287/mnsc.2023.4743
2023,69,12,Climate Change and Uncertainty: An Asset Pricing Perspective,Michael Barnett,Michael Barnett (2023) Climate Change and Uncertainty: An Asset Pricing Perspective. Management Science 69(12):7562-7584,https://doi.org/10.1287/mnsc.2022.4635
2023,69,12,Corporate Political Connections and Favorable Environmental Regulatory Enforcement,"Amanda Heitz, Youan Wang, Zigan Wang","Amanda Heitz, Youan Wang, Zigan Wang (2023) Corporate Political Connections and Favorable Environmental Regulatory Enforcement. Management Science 69(12):7838-7859",https://doi.org/10.1287/mnsc.2020.3931
2023,69,12,Commentary on “The Impact of Vertical Integration on Physician Behavior and Healthcare Delivery: Evidence from Gastroenterology Practices”,Eric D. Shah,Eric D. Shah (2023) Commentary on “The Impact of Vertical Integration on Physician Behavior and Healthcare Delivery: Evidence from Gastroenterology Practices”. Management Science 69(12):7180-7181,https://doi.org/10.1287/mnsc.2023.01831
2023,69,12,Phase Transitions in Bandits with Switching Constraints,"David Simchi-Levi, Yunzong Xu","David Simchi-Levi, Yunzong Xu (2023) Phase Transitions in Bandits with Switching Constraints. Management Science 69(12):7182-7201",https://doi.org/10.1287/mnsc.2023.4755
2023,69,12,"Consumer Tax Credits for EVs: Some Quasi-Experimental Evidence on Consumer Demand, Product Substitution, and Carbon Emissions","Cheng He, O. Cem Ozturk, Chris Gu, Pradeep K. Chintagunta","Cheng He, O. Cem Ozturk, Chris Gu, Pradeep K. Chintagunta (2023) Consumer Tax Credits for EVs: Some Quasi-Experimental Evidence on Consumer Demand, Product Substitution, and Carbon Emissions. Management Science 69(12):7759-7783",https://doi.org/10.1287/mnsc.2023.4781
2023,69,12,"Climate Change, Firm Performance, and Investor Surprises","Nora Pankratz, Rob Bauer, Jeroen Derwall","Nora Pankratz, Rob Bauer, Jeroen Derwall (2023) Climate Change, Firm Performance, and Investor Surprises. Management Science 69(12):7352-7398",https://doi.org/10.1287/mnsc.2023.4685
2023,69,12,Climate Policy Risk and Corporate Financial Decisions: Evidence from the NO<sub>x</sub> Budget Trading Program,"Viet Anh Dang, Ning Gao, Tiancheng Yu","Viet Anh Dang, Ning Gao, Tiancheng Yu (2023) Climate Policy Risk and Corporate Financial Decisions: Evidence from the NO<sub>x</sub> Budget Trading Program. Management Science 69(12):7517-7539",https://doi.org/10.1287/mnsc.2022.4617
2023,69,12,Simple and Approximately Optimal Contracts for Payment for Ecosystem Services,"Wanyi Dai Li, Itai Ashlagi, Irene Lo","Wanyi Dai Li, Itai Ashlagi, Irene Lo (2023) Simple and Approximately Optimal Contracts for Payment for Ecosystem Services. Management Science 69(12):7821-7837",https://doi.org/10.1287/mnsc.2021.4273
2023,69,12,Climate Impact Investing,"Tiziano De Angelis, Peter Tankov, Olivier David Zerbib","Tiziano De Angelis, Peter Tankov, Olivier David Zerbib (2023) Climate Impact Investing. Management Science 69(12):7669-7692",https://doi.org/10.1287/mnsc.2022.4472
2023,69,12,Rethinking Salt Supply Chains: Cost and Emissions Analysis for Coproduction of Salt and Fresh Water from U.S. Seawater,Greys Sošić,Greys Sošić (2023) Rethinking Salt Supply Chains: Cost and Emissions Analysis for Coproduction of Salt and Fresh Water from U.S. Seawater. Management Science 69(12):7651-7668,https://doi.org/10.1287/mnsc.2021.4109
2023,69,12,Adjusting to Rain Before It Falls,"Mitch Downey, Nelson Lind, Jeffrey G. Shrader","Mitch Downey, Nelson Lind, Jeffrey G. Shrader (2023) Adjusting to Rain Before It Falls. Management Science 69(12):7399-7422",https://doi.org/10.1287/mnsc.2023.4697
2023,69,12,Leviathan Inc. and Corporate Environmental Engagement,"Po-Hsuan Hsu, Hao Liang, Pedro Matos","Po-Hsuan Hsu, Hao Liang, Pedro Matos (2023) Leviathan Inc. and Corporate Environmental Engagement. Management Science 69(12):7719-7758",https://doi.org/10.1287/mnsc.2021.4064
2023,69,12,The Effects of Online Social Identity Signals on Retailer Demand,"Yash Babar, Ali Mahdavi Adeli, Gordon Burtch","Yash Babar, Ali Mahdavi Adeli, Gordon Burtch (2023) The Effects of Online Social Identity Signals on Retailer Demand. Management Science 69(12):7335-7346",https://doi.org/10.1287/mnsc.2023.01168
2023,69,12,"Fewer Clicks, More Purchases","Murat Unal, Young-Hoon Park","Murat Unal, Young-Hoon Park (2023) Fewer Clicks, More Purchases. Management Science 69(12):7317-7334",https://doi.org/10.1287/mnsc.2023.4716
2023,69,12,Climate Risk and Capital Structure,"Edith Ginglinger, Quentin Moreau","Edith Ginglinger, Quentin Moreau (2023) Climate Risk and Capital Structure. Management Science 69(12):7492-7516",https://doi.org/10.1287/mnsc.2023.4952
2023,69,12,Position and Differentiation of Firms in Technology Space,"Sam Arts, Bruno Cassiman, Jianan Hou","Sam Arts, Bruno Cassiman, Jianan Hou (2023) Position and Differentiation of Firms in Technology Space. Management Science 69(12):7253-7265",https://doi.org/10.1287/mnsc.2023.00282
2023,69,12,Panic Selling When Disaster Strikes: Evidence in the Bond and Stock Markets,"Thanh D. Huynh, Ying Xia","Thanh D. Huynh, Ying Xia (2023) Panic Selling When Disaster Strikes: Evidence in the Bond and Stock Markets. Management Science 69(12):7448-7467",https://doi.org/10.1287/mnsc.2021.4018
2023,69,12,"Rising Temperatures, Falling Ratings: The Effect of Climate Change on Sovereign Creditworthiness","Patrycja Klusak, Matthew Agarwala, Matt Burke, Moritz Kraemer, Kamiar Mohaddes","Patrycja Klusak, Matthew Agarwala, Matt Burke, Moritz Kraemer, Kamiar Mohaddes (2023) Rising Temperatures, Falling Ratings: The Effect of Climate Change on Sovereign Creditworthiness. Management Science 69(12):7468-7491",https://doi.org/10.1287/mnsc.2023.4869
2023,69,12,Building Socially Intelligent AI Systems: Evidence from the Trust Game Using Artificial Agents with Deep Learning,"Jason Xianghua Wu, Yan (Diana) Wu, Kay-Yut Chen, Lei Hua","Jason Xianghua Wu, Yan (Diana) Wu, Kay-Yut Chen, Lei Hua (2023) Building Socially Intelligent AI Systems: Evidence from the Trust Game Using Artificial Agents with Deep Learning. Management Science 69(12):7236-7252",https://doi.org/10.1287/mnsc.2023.4782
2023,69,12,Scaling Smart Contracts via Layer-2 Technologies: Some Empirical Evidence,"Lin William Cong, Xiang Hui, Catherine Tucker, Luofeng Zhou","Lin William Cong, Xiang Hui, Catherine Tucker, Luofeng Zhou (2023) Scaling Smart Contracts via Layer-2 Technologies: Some Empirical Evidence. Management Science 69(12):7306-7316",https://doi.org/10.1287/mnsc.2023.00281
2023,69,12,When Should the Off-Grid Sun Shine at Night? Optimum Renewable Generation and Energy Storage Investments,"Christian Kaps, Simone Marinesi, Serguei Netessine","Christian Kaps, Simone Marinesi, Serguei Netessine (2023) When Should the Off-Grid Sun Shine at Night? Optimum Renewable Generation and Energy Storage Investments. Management Science 69(12):7633-7650",https://doi.org/10.1287/mnsc.2021.04129
2023,69,12,Pricing Climate Change Exposure,"Zacharias Sautner, Laurence van Lent, Grigory Vilkov, Ruishen Zhang","Zacharias Sautner, Laurence van Lent, Grigory Vilkov, Ruishen Zhang (2023) Pricing Climate Change Exposure. Management Science 69(12):7540-7561",https://doi.org/10.1287/mnsc.2023.4686
2023,69,12,2023 MSOM Society Best AE Award: <i>Management Science</i>,David Simchi-Levi,David Simchi-Levi (2023) 2023 MSOM Society Best AE Award: <i>Management Science</i>. Management Science 69(12):7882-7882,https://doi.org/10.1287/mnsc.2023.bestaeaward.v69.n12
2024,70,1,The Information Value of Distress,"Christian Hilpert, Stefan Hirth, Alexander Szimayer","Christian Hilpert, Stefan Hirth, Alexander Szimayer (2024) The Information Value of Distress. Management Science 70(1):78-97",https://doi.org/10.1287/mnsc.2022.4632
2024,70,1,The Number of Estimates in Footnotes and Accruals,"Huafeng (Jason) Chen, Jason Victor Chen, Feng Li","Huafeng (Jason) Chen, Jason Victor Chen, Feng Li (2024) The Number of Estimates in Footnotes and Accruals. Management Science 70(1):283-308",https://doi.org/10.1287/mnsc.2022.4659
2024,70,1,In Art We Trust,"Yuexin Li, Xiaoyin Ma, Luc Renneboog","Yuexin Li, Xiaoyin Ma, Luc Renneboog (2024) In Art We Trust. Management Science 70(1):98-127",https://doi.org/10.1287/mnsc.2022.4633
2024,70,1,The Beta Anomaly and Mutual Fund Performance,"Paul Irvine, Jeong Ho (John) Kim, Jue Ren","Paul Irvine, Jeong Ho (John) Kim, Jue Ren (2024) The Beta Anomaly and Mutual Fund Performance. Management Science 70(1):143-163",https://doi.org/10.1287/mnsc.2022.4639
2024,70,1,Minimum Wage Increases and Employer Performance: Role of Employer Heterogeneity,"Sumit Agarwal, Meghana Ayyagari, Renáta Kosová","Sumit Agarwal, Meghana Ayyagari, Renáta Kosová (2024) Minimum Wage Increases and Employer Performance: Role of Employer Heterogeneity. Management Science 70(1):225-254",https://doi.org/10.1287/mnsc.2022.4650
2024,70,1,Winners from Winners: A Tale of Risk Factors,"Siddhartha Chib, Lingxiao Zhao, Guofu Zhou","Siddhartha Chib, Lingxiao Zhao, Guofu Zhou (2024) Winners from Winners: A Tale of Risk Factors. Management Science 70(1):396-414",https://doi.org/10.1287/mnsc.2023.4668
2024,70,1,"Fair Value Accounting, Illiquid Assets, and Financial Stability",Lucas Mahieux,"Lucas Mahieux (2024) Fair Value Accounting, Illiquid Assets, and Financial Stability. Management Science 70(1):544-566",https://doi.org/10.1287/mnsc.2023.4692
2024,70,1,Charitable Giving by the Poor: A Field Experiment in Kyrgyzstan,"Maja Adena, Rustamdjan Hakimov, Steffen Huck","Maja Adena, Rustamdjan Hakimov, Steffen Huck (2024) Charitable Giving by the Poor: A Field Experiment in Kyrgyzstan. Management Science 70(1):633-646",https://doi.org/10.1287/mnsc.2023.4702
